Country;id;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Bunker Fuels (MtCO2)
Afghanistan;AFG;1990;3,7740;0,0571;7,3427;4,0390;
Afghanistan;AFG;1991;3,3768;0,0586;7,6310;4,2200;
Afghanistan;AFG;1992;1,9143;0,0637;7,6314;4,4011;
Afghanistan;AFG;1993;1,6781;0,0651;7,7027;4,5822;
Afghanistan;AFG;1994;1,4565;0,0665;7,6991;4,7633;
Afghanistan;AFG;1995;1,2422;0,0680;8,0804;4,9444;
Afghanistan;AFG;1996;1,1795;0,0759;8,9693;5,0984;
Afghanistan;AFG;1997;1,0986;0,0839;9,8496;5,2525;
Afghanistan;AFG;1998;1,0469;0,0918;10,5792;5,4065;
Afghanistan;AFG;1999;0,8341;0,0998;11,5061;5,5606;
Afghanistan;AFG;2000;0,8227;0,0748;9,8839;5,7146;
Afghanistan;AFG;2001;0,8504;0,0901;8,3735;5,8954;
Afghanistan;AFG;2002;1,1053;0,1091;10,4085;6,0762;
Afghanistan;AFG;2003;1,2063;0,1317;10,8355;6,2570;
Afghanistan;AFG;2004;0,9445;0,1470;10,6220;6,4378;
Afghanistan;AFG;2005;1,3130;0,1550;10,8981;6,6186;
Afghanistan;AFG;2006;1,6432;0,1712;10,9935;6,8151;
Afghanistan;AFG;2007;2,2702;0,1800;10,9372;7,0116;
Afghanistan;AFG;2008;4,2015;0,2035;12,0169;7,2081;
Afghanistan;AFG;2009;6,7668;0,2196;12,5518;7,4047;
Afghanistan;AFG;2010;8,4526;0,2431;14,3326;7,6012;
Afghanistan;AFG;2011;12,2307;0,2684;14,4068;7,8071;
Afghanistan;AFG;2012;10,7473;0,2937;15,4476;8,0130;
Afghanistan;AFG;2013;10,0003;0,3263;14,6254;8,2190;
Afghanistan;AFG;2014;9,7699;0,3772;14,7941;8,4249;
Albania;ALB;1990;7,4985;0,3884;3,2514;0,5536;0,0000
Albania;ALB;1991;5,3231;0,3151;2,9221;0,5587;0,0000
Albania;ALB;1992;3,3376;0,1135;2,8556;0,5638;0,0000
Albania;ALB;1993;2,8622;0,1134;3,0524;0,5689;0,0000
Albania;ALB;1994;2,6515;0,0657;3,8470;0,5740;0,0000
Albania;ALB;1995;2,1013;0,1133;3,9010;0,5791;0,0000
Albania;ALB;1996;2,1041;0,1175;3,6044;0,5816;0,0000
Albania;ALB;1997;1,6668;0,0668;3,3622;0,5841;0,0000
Albania;ALB;1998;1,9896;0,0564;3,2840;0,5866;0,0000
Albania;ALB;1999;3,1423;0,0680;3,2854;0,5891;0,1100
Albania;ALB;2000;3,2951;0,1052;3,3822;0,5916;0,1200
Albania;ALB;2001;3,4472;0,0192;3,2884;0,5946;0,1300
Albania;ALB;2002;3,9894;0,0210;3,3787;0,5976;0,1300
Albania;ALB;2003;4,0716;0,3124;3,4179;0,6007;0,1400
Albania;ALB;2004;4,2737;0,3106;3,2904;0,6037;0,1500
Albania;ALB;2005;4,0959;0,2722;3,2765;0,6068;0,1800
Albania;ALB;2006;4,0691;0,2876;3,1834;0,6101;0,1400
Albania;ALB;2007;4,0622;0,4716;3,0416;0,6133;0,0600
Albania;ALB;2008;3,9954;0,4870;2,8587;0,6166;0,0800
Albania;ALB;2009;4,0586;0,5830;2,7693;0,6199;0,0600
Albania;ALB;2010;4,2217;0,6790;2,7882;0,6232;0,0500
Albania;ALB;2011;4,4381;0,9296;2,7912;0,6268;0,0600
Albania;ALB;2012;3,7845;1,1289;2,8284;0,6304;0,0600
Albania;ALB;2013;3,9508;1,1817;2,7904;0,6340;0,1200
Albania;ALB;2014;4,4372;1,1318;2,8298;0,6376;0,0800
Algeria;DZA;1990;75,7296;3,3689;7,3325;4,3028;2,4700
Algeria;DZA;1991;75,1615;3,3952;7,1065;4,5079;2,1700
Algeria;DZA;1992;74,7200;3,4729;7,4163;4,7129;2,1500
Algeria;DZA;1993;82,4080;3,5102;7,5248;4,9180;2,0400
Algeria;DZA;1994;81,0242;3,3791;7,1628;5,1230;2,0800
Algeria;DZA;1995;82,5498;3,7975;7,0711;5,3281;2,1500
Algeria;DZA;1996;82,7749;3,6993;7,1603;5,9589;2,0100
Algeria;DZA;1997;85,6342;4,0591;7,0003;6,5897;1,8900
Algeria;DZA;1998;88,8688;4,3236;7,7636;7,2204;1,7700
Algeria;DZA;1999;93,5904;4,3866;7,8452;7,8512;1,7900
Algeria;DZA;2000;95,9844;4,8490;7,7561;8,4820;1,9500
Algeria;DZA;2001;93,1889;4,9751;7,9829;8,6008;1,9800
Algeria;DZA;2002;99,5388;5,4492;7,7752;8,7197;2,1800
Algeria;DZA;2003;103,9869;5,5752;8,0085;8,8385;1,8900
Algeria;DZA;2004;105,1744;6,6979;8,8751;8,9573;2,1800
Algeria;DZA;2005;109,5095;7,7216;8,2348;9,0762;2,3500
Algeria;DZA;2006;113,7966;9,0661;8,6615;9,1891;2,2300
Algeria;DZA;2007;120,5102;10,0552;8,8083;9,3020;2,2300
Algeria;DZA;2008;124,6579;11,2092;8,4114;9,4149;2,2800
Algeria;DZA;2009;132,6315;12,2752;9,4151;9,5278;2,3600
Algeria;DZA;2010;133,2480;12,8576;9,8441;9,6408;2,4600
Algeria;DZA;2011;138,6587;13,2856;10,0495;9,7553;2,2600
Algeria;DZA;2012;147,8758;13,7649;10,8238;9,8698;2,4400
Algeria;DZA;2013;152,6730;13,9950;10,8648;9,9843;2,5500
Algeria;DZA;2014;163,4742;15,7200;12,7941;10,0988;2,1500
Andorra;AND;1990;0,4067;0,0000;0,0000;0,0227;
Andorra;AND;1991;0,4067;0,0000;0,0000;0,0240;
Andorra;AND;1992;0,4067;0,0000;0,0000;0,0254;
Andorra;AND;1993;0,4104;0,0000;0,0000;0,0268;
Andorra;AND;1994;0,4067;0,0000;0,0000;0,0281;
Andorra;AND;1995;0,4250;0,0000;0,0000;0,0295;
Andorra;AND;1996;0,4543;0,0000;0,0000;0,0306;
Andorra;AND;1997;0,4653;0,0000;0,0000;0,0317;
Andorra;AND;1998;0,4910;0,0000;0,0000;0,0329;
Andorra;AND;1999;0,5130;0,0000;0,0000;0,0340;
Andorra;AND;2000;0,5240;0,0000;0,0000;0,0351;
Andorra;AND;2001;0,5240;0,0000;0,0000;0,0365;
Andorra;AND;2002;0,5313;0,0000;0,0000;0,0379;
Andorra;AND;2003;0,5349;0,0000;0,0000;0,0392;
Andorra;AND;2004;0,5606;0,0000;0,0000;0,0406;
Andorra;AND;2005;0,5752;0,0000;0,0000;0,0420;
Andorra;AND;2006;0,5459;0,0000;0,0000;0,0438;
Andorra;AND;2007;0,5386;0,0000;0,0000;0,0457;
Andorra;AND;2008;0,5386;0,0000;0,0000;0,0475;
Andorra;AND;2009;0,5166;0,0000;0,0000;0,0493;
Andorra;AND;2010;0,5166;0,0000;0,0000;0,0511;
Andorra;AND;2011;0,4910;0,0000;0,0000;0,0525;
Andorra;AND;2012;0,4873;0,0000;0,0000;0,0538;
Andorra;AND;2013;0,4763;0,0000;0,0000;0,0551;
Andorra;AND;2014;0,4617;0,0000;0,0000;0,0565;
Angola;AGO;1990;25,0942;0,1303;26,4804;0,5152;1,0600
Angola;AGO;1991;26,5976;0,1308;26,5567;0,5291;0,9100
Angola;AGO;1992;27,7268;0,1533;26,6513;0,5430;0,8300
Angola;AGO;1993;29,5795;0,1282;26,5303;0,5570;0,9300
Angola;AGO;1994;30,6793;0,1251;26,4980;0,5709;1,3400
Angola;AGO;1995;36,0898;0,1036;26,4246;0,5849;1,2100
Angola;AGO;1996;37,4832;0,1434;25,5462;0,5968;1,0500
Angola;AGO;1997;38,5725;0,1613;25,1903;0,6087;1,0700
Angola;AGO;1998;38,9765;0,1901;27,8567;0,6206;0,6800
Angola;AGO;1999;41,0999;0,1200;25,8266;0,6325;1,1900
Angola;AGO;2000;41,6109;0,1195;26,6078;0,6444;1,4300
Angola;AGO;2001;45,9275;0,3025;26,9304;0,7057;1,5500
Angola;AGO;2002;50,5330;0,3316;26,6184;0,7671;1,3300
Angola;AGO;2003;58,7997;0,3900;29,9140;0,8285;0,8000
Angola;AGO;2004;63,6581;0,4265;30,7564;0,8899;1,3000
Angola;AGO;2005;66,5983;0,7121;30,7539;0,9513;0,9100
Angola;AGO;2006;76,2176;0,7495;27,7693;1,1857;0,8200
Angola;AGO;2007;86,8776;0,7687;30,0536;1,4200;1,2100
Angola;AGO;2008;95,8557;0,9673;28,5240;1,6544;1,3000
Angola;AGO;2009;105,4350;0,9865;28,8549;1,8887;1,2000
Angola;AGO;2010;114,4331;0,8444;30,2870;2,1231;1,2000
Angola;AGO;2011;116,8273;0,8554;31,2690;2,1677;1,1600
Angola;AGO;2012;118,6539;0,9178;28,7483;2,2124;1,7200
Angola;AGO;2013;121,8251;1,1267;30,6633;2,2571;1,3800
Angola;AGO;2014;124,5440;1,3869;29,5841;2,3018;1,8700
Antigua & Barbuda;ATG;1990;0,2830;0,0000;0,0363;0,0852;
Antigua & Barbuda;ATG;1991;0,2683;0,0029;0,0361;0,0896;
Antigua & Barbuda;ATG;1992;0,2646;0,0059;0,0362;0,0941;
Antigua & Barbuda;ATG;1993;0,2720;0,0088;0,0367;0,0985;
Antigua & Barbuda;ATG;1994;0,2683;0,0118;0,0374;0,1029;
Antigua & Barbuda;ATG;1995;0,2756;0,0147;0,0379;0,1074;
Antigua & Barbuda;ATG;1996;0,2940;0,0282;0,0379;0,1119;
Antigua & Barbuda;ATG;1997;0,3086;0,0416;0,0380;0,1164;
Antigua & Barbuda;ATG;1998;0,3196;0,0551;0,0378;0,1209;
Antigua & Barbuda;ATG;1999;0,3306;0,0685;0,0377;0,1254;
Antigua & Barbuda;ATG;2000;0,3453;0,0819;0,0373;0,1298;
Antigua & Barbuda;ATG;2001;0,3489;0,1035;0,0382;0,1319;
Antigua & Barbuda;ATG;2002;0,3709;0,1250;0,0388;0,1339;
Antigua & Barbuda;ATG;2003;0,4039;0,1465;0,0395;0,1360;
Antigua & Barbuda;ATG;2004;0,4222;0,1680;0,0397;0,1380;
Antigua & Barbuda;ATG;2005;0,4296;0,1895;0,0395;0,1401;
Antigua & Barbuda;ATG;2006;0,4443;0,2153;0,0396;0,1419;
Antigua & Barbuda;ATG;2007;0,4699;0,2412;0,0406;0,1438;
Antigua & Barbuda;ATG;2008;0,4809;0,2670;0,0404;0,1457;
Antigua & Barbuda;ATG;2009;0,5103;0,2929;0,0402;0,1476;
Antigua & Barbuda;ATG;2010;0,5249;0,3187;0,0221;0,1495;
Antigua & Barbuda;ATG;2011;0,5140;0,3447;0,0221;0,1514;
Antigua & Barbuda;ATG;2012;0,5250;0,3708;0,0222;0,1534;
Antigua & Barbuda;ATG;2013;0,5250;0,3968;0,0222;0,1554;
Antigua & Barbuda;ATG;2014;0,5323;0,4228;0,0222;0,1573;
Argentina;ARG;1990;113,7341;3,6067;106,3652;9,3898;2,2400
Argentina;ARG;1991;119,5107;3,3029;105,0628;9,6552;1,5200
Argentina;ARG;1992;121,3344;3,9299;106,6969;9,9206;1,5400
Argentina;ARG;1993;122,8092;4,0292;105,0257;10,1860;1,2100
Argentina;ARG;1994;130,8952;4,1468;106,6776;10,4515;2,1400
Argentina;ARG;1995;133,7365;3,5353;105,8235;10,7169;3,3100
Argentina;ARG;1996;143,7822;3,4512;104,3330;11,3761;3,8400
Argentina;ARG;1997;147,1902;4,4003;103,2799;12,0352;4,4100
Argentina;ARG;1998;150,7647;4,5947;100,5353;12,6944;4,3300
Argentina;ARG;1999;154,2662;4,7231;103,0019;13,3536;4,3300
Argentina;ARG;2000;154,0119;4,2726;105,2110;14,0127;4,3600
Argentina;ARG;2001;143,6914;4,2144;109,2235;14,1513;4,1800
Argentina;ARG;2002;137,0439;3,6286;109,0171;14,2898;3,7300
Argentina;ARG;2003;146,9159;4,5084;118,3819;14,4283;3,7800
Argentina;ARG;2004;162,3778;5,2526;116,9224;14,5669;3,8800
Argentina;ARG;2005;165,1291;6,1470;116,6900;14,7054;4,3900
Argentina;ARG;2006;174,5981;7,0647;119,7031;14,8677;3,9600
Argentina;ARG;2007;181,9205;7,6562;122,2261;15,0300;4,5700
Argentina;ARG;2008;193,2442;7,9619;119,1232;15,1923;4,7000
Argentina;ARG;2009;185,7078;8,0552;110,6530;15,3545;4,7500
Argentina;ARG;2010;190,6920;8,8299;105,1188;15,5168;5,6700
Argentina;ARG;2011;198,1675;9,6718;104,6823;15,6736;6,5100
Argentina;ARG;2012;202,8118;9,4915;105,8254;15,8304;7,6200
Argentina;ARG;2013;198,3555;10,3371;109,5576;15,9872;8,3600
Argentina;ARG;2014;209,7721;10,3546;112,3765;16,1440;7,6400
Armenia;ARM;1990;21,6312;0,2561;1,4391;0,6165;0,6000
Armenia;ARM;1991;22,3403;0,2397;1,3848;0,6105;0,6700
Armenia;ARM;1992;12,1794;0,2151;1,2397;0,6044;0,4600
Armenia;ARM;1993;6,3185;0,1173;1,0978;0,5984;0,2000
Armenia;ARM;1994;3,9476;0,0709;1,0253;0,5923;0,1500
Armenia;ARM;1995;4,5067;0,1344;1,0118;0,5863;0,1000
Armenia;ARM;1996;3,4060;0,1691;1,0232;0,5811;0,0600
Armenia;ARM;1997;4,0352;0,1856;1,0011;0,5759;0,0600
Armenia;ARM;1998;4,0245;0,1983;0,9578;0,5707;0,0600
Armenia;ARM;1999;3,5438;0,2001;0,9436;0,5655;0,0600
Armenia;ARM;2000;3,9031;0,1762;0,9555;0,5603;0,1900
Armenia;ARM;2001;3,9638;0,2407;0,9786;0,5516;0,1800
Armenia;ARM;2002;3,4345;0,2906;1,0869;0,5428;0,1600
Armenia;ARM;2003;3,8152;0,3294;1,0886;0,5341;0,0800
Armenia;ARM;2004;4,0260;0,4123;1,1686;0,5254;0,1200
Armenia;ARM;2005;4,7167;0,4878;1,1470;0,5167;0,1400
Armenia;ARM;2006;4,7477;0,5227;1,1885;0,5546;0,1200
Armenia;ARM;2007;5,4088;0,5943;1,2116;0,5925;0,1700
Armenia;ARM;2008;5,8899;0,6439;1,2134;0,6304;0,1700
Armenia;ARM;2009;4,9010;0,5176;1,1589;0,6682;0,0900
Armenia;ARM;2010;4,6920;0,5489;1,1245;0,7061;0,1300
Armenia;ARM;2011;5,3282;0,5420;1,1308;0,7069;0,1400
Armenia;ARM;2012;6,1143;0,5791;1,1997;0,7078;0,1400
Armenia;ARM;2013;5,9305;0,6016;1,3528;0,7086;0,1400
Armenia;ARM;2014;5,9266;0,6240;1,3662;0,7094;0,1300
Australia;AUS;1990;288,9341;9,9407;161,5398;17,7950;6,5000
Australia;AUS;1991;290,3730;9,1770;159,9413;17,5923;6,4700
Australia;AUS;1992;294,3278;8,5453;156,8154;17,3896;6,8500
Australia;AUS;1993;298,2820;8,3056;154,6100;17,1868;7,4100
Australia;AUS;1994;304,1569;8,5202;155,8157;16,9841;7,8100
Australia;AUS;1995;314,6658;8,2366;153,4446;16,7814;8,6200
Australia;AUS;1996;325,9073;8,4485;144,8872;16,3893;9,1300
Australia;AUS;1997;333,6853;8,8840;143,4124;15,9971;9,1300
Australia;AUS;1998;354,8232;9,4221;150,1293;15,6049;9,5000
Australia;AUS;1999;360,6895;10,0554;180,0414;15,2128;9,8300
Australia;AUS;2000;366,8980;10,4176;195,8845;14,8206;10,2100
Australia;AUS;2001;373,3020;11,1578;195,7466;14,5613;10,6300
Australia;AUS;2002;381,4654;11,9238;186,2910;14,3020;8,7700
Australia;AUS;2003;385,4988;12,8875;124,6682;14,0428;8,7900
Australia;AUS;2004;399,4175;13,6278;157,1271;13,7835;9,9900
Australia;AUS;2005;404,8163;14,6062;125,7006;13,5242;10,9200
Australia;AUS;2006;411,2006;15,2282;153,2214;13,6522;11,5300
Australia;AUS;2007;422,2550;15,6889;141,4916;13,7802;11,8900
Australia;AUS;2008;425,7093;16,1496;117,7539;13,9082;12,1900
Australia;AUS;2009;432,7884;16,4125;124,5647;14,0362;11,2100
Australia;AUS;2010;427,3174;16,3273;103,8126;14,1641;12,3700
Australia;AUS;2011;425,7855;17,1067;189,7581;14,3268;11,8800
Australia;AUS;2012;426,0289;17,6847;190,4039;14,4894;12,8600
Australia;AUS;2013;422,6670;18,2626;124,5181;14,6521;12,8800
Australia;AUS;2014;413,8804;19,1923;141,8472;14,8147;14,0500
Austria;AUT;1990;57,5056;5,0355;8,8953;3,5562;0,9100
Austria;AUT;1991;61,6935;5,0421;8,7431;3,4592;1,0100
Austria;AUT;1992;56,8513;4,9974;8,5763;3,3623;1,0900
Austria;AUT;1993;57,0791;4,9014;8,5263;3,2653;1,1500
Austria;AUT;1994;57,5169;4,7944;8,2172;3,1683;1,2100
Austria;AUT;1995;60,9047;4,2515;8,0857;3,0714;1,3500
Austria;AUT;1996;64,6140;4,2669;8,0363;2,9586;1,4900
Austria;AUT;1997;63,8033;4,2567;7,8856;2,8459;1,5500
Austria;AUT;1998;64,4126;4,2575;7,8276;2,7332;1,6300
Austria;AUT;1999;62,7618;4,2399;7,7415;2,6205;1,5700
Austria;AUT;2000;63,1311;4,2224;7,5341;2,5078;1,7200
Austria;AUT;2001;67,5174;4,1234;7,3971;2,4630;1,6900
Austria;AUT;2002;68,8438;4,0720;7,6012;2,4183;1,5900
Austria;AUT;2003;74,1701;3,9437;8,2730;2,3735;1,4900
Austria;AUT;2004;75,2864;4,0682;6,9022;2,3287;1,7600
Austria;AUT;2005;75,8928;4,0608;6,8273;2,2840;1,9900
Austria;AUT;2006;73,2082;4,2790;6,7335;2,1988;2,0700
Austria;AUT;2007;70,7936;4,5265;6,6123;2,1137;2,2000
Austria;AUT;2008;70,9289;4,6494;6,7238;2,0285;2,2000
Austria;AUT;2009;64,9643;4,3913;6,6131;1,9434;1,9100
Austria;AUT;2010;69,9397;4,2687;6,7485;1,8583;2,0700
Austria;AUT;2011;68,0579;4,4196;6,7711;1,8587;2,1800
Austria;AUT;2012;65,1860;4,5009;6,6120;1,8591;2,0900
Austria;AUT;2013;65,5242;4,5308;6,5599;1,8595;2,0000
Austria;AUT;2014;62,0823;4,6047;6,6008;1,8599;1,9900
Azerbaijan;AZE;1990;66,9614;0,4945;5,2583;2,1453;1,0500
Azerbaijan;AZE;1991;75,9155;0,4611;5,0600;2,1174;0,8400
Azerbaijan;AZE;1992;52,5802;0,4351;4,3736;2,0894;0,5100
Azerbaijan;AZE;1993;61,0182;0,3362;4,0255;2,0615;0,5800
Azerbaijan;AZE;1994;54,5812;0,2704;3,7714;2,0335;0,4800
Azerbaijan;AZE;1995;52,3536;0,1349;3,7827;2,0056;0,3100
Azerbaijan;AZE;1996;47,3435;0,1472;3,7704;2,0175;0,5800
Azerbaijan;AZE;1997;46,7787;0,1961;3,9971;2,0295;0,5700
Azerbaijan;AZE;1998;47,1680;0,1387;4,1220;2,0414;0,4900
Azerbaijan;AZE;1999;46,9679;0,1290;4,2840;2,0533;0,4300
Azerbaijan;AZE;2000;48,5790;0,1413;4,3693;2,0652;0,3000
Azerbaijan;AZE;2001;47,7904;0,3293;4,7004;2,0749;0,5500
Azerbaijan;AZE;2002;47,7142;0,5174;4,8865;2,0846;0,2800
Azerbaijan;AZE;2003;44,5237;0,6284;5,0806;2,0943;0,5800
Azerbaijan;AZE;2004;44,7851;0,8604;5,2867;2,1040;0,5600
Azerbaijan;AZE;2005;48,0065;0,9422;5,3983;2,1137;1,1100
Azerbaijan;AZE;2006;47,9833;1,0035;5,6698;2,1272;1,2500
Azerbaijan;AZE;2007;43,7858;1,0538;5,7528;2,1407;1,3400
Azerbaijan;AZE;2008;48,3920;1,0235;6,0146;2,1543;1,5100
Azerbaijan;AZE;2009;46,6082;0,8869;6,1252;2,1678;1,1500
Azerbaijan;AZE;2010;48,1143;0,9006;6,2077;2,1813;1,4400
Azerbaijan;AZE;2011;54,1117;1,0033;6,2507;2,1990;1,5600
Azerbaijan;AZE;2012;57,5703;1,3002;6,3663;2,2167;1,4100
Azerbaijan;AZE;2013;59,5765;1,4945;6,4167;2,2344;1,4200
Azerbaijan;AZE;2014;62,0891;1,8097;6,4468;2,2521;1,3000
Bahamas;BHS;1990;1,9492;0,0000;0,0244;0,1526;
Bahamas;BHS;1991;1,7807;0,0004;0,0237;0,1552;
Bahamas;BHS;1992;1,7880;0,0008;0,0244;0,1577;
Bahamas;BHS;1993;1,6964;0,0012;0,0235;0,1602;
Bahamas;BHS;1994;1,6854;0,0015;0,0221;0,1628;
Bahamas;BHS;1995;1,6781;0,0019;0,0279;0,1653;
Bahamas;BHS;1996;1,6671;0,0037;0,0328;0,1679;
Bahamas;BHS;1997;1,3630;0,0055;0,0292;0,1705;
Bahamas;BHS;1998;1,6781;0,0073;0,0392;0,1731;
Bahamas;BHS;1999;1,6708;0,0092;0,0333;0,1756;
Bahamas;BHS;2000;1,6671;0,0110;0,0264;0,1782;
Bahamas;BHS;2001;1,5682;0,0139;0,0242;0,1807;
Bahamas;BHS;2002;1,5755;0,0168;0,0214;0,1832;
Bahamas;BHS;2003;1,5169;0,0197;0,0204;0,1856;
Bahamas;BHS;2004;1,7221;0,0226;0,0388;0,1881;
Bahamas;BHS;2005;1,7404;0,0256;0,0270;0,1906;
Bahamas;BHS;2006;1,6635;0,0299;0,0259;0,1931;
Bahamas;BHS;2007;1,6891;0,0343;0,0268;0,1956;
Bahamas;BHS;2008;1,4949;0,0386;0,0354;0,1981;
Bahamas;BHS;2009;1,6378;0,0430;0,0264;0,2006;
Bahamas;BHS;2010;1,6525;0,0474;0,0223;0,2031;
Bahamas;BHS;2011;1,8613;0,0519;0,0371;0,2054;
Bahamas;BHS;2012;1,9676;0,0564;0,0235;0,2077;
Bahamas;BHS;2013;2,7993;0,0609;0,0339;0,2101;
Bahamas;BHS;2014;2,4109;0,0654;0,0258;0,2124;
Bahrain;BHR;1990;11,1849;0,2179;0,0338;2,0907;1,6900
Bahrain;BHR;1991;10,7964;0,2257;0,0329;2,1511;1,3200
Bahrain;BHR;1992;12,7079;0,2703;0,0335;2,2115;1,2300
Bahrain;BHR;1993;13,5094;0,2818;0,0322;2,2718;1,2200
Bahrain;BHR;1994;13,8309;0,2897;0,0314;2,3322;1,3500
Bahrain;BHR;1995;14,0124;0,2829;0,0294;2,3926;1,4200
Bahrain;BHR;1996;14,6748;0,2765;0,0315;2,4442;1,3300
Bahrain;BHR;1997;14,9472;0,2629;0,0318;2,4958;1,0300
Bahrain;BHR;1998;16,0496;0,2896;0,0345;2,5473;1,3500
Bahrain;BHR;1999;16,0420;0,2503;0,0321;2,5989;1,3200
Bahrain;BHR;2000;16,5144;0,2146;0,0309;2,6505;1,3800
Bahrain;BHR;2001;17,0487;0,2210;0,0295;2,6960;1,4500
Bahrain;BHR;2002;17,9129;0,2163;0,1523;2,7415;1,5700
Bahrain;BHR;2003;18,6472;0,2556;0,0333;2,7870;1,7200
Bahrain;BHR;2004;18,5515;0,3938;0,0313;2,8326;1,8700
Bahrain;BHR;2005;21,3558;0,4001;0,0586;2,8781;1,9800
Bahrain;BHR;2006;23,1775;0,4016;0,1200;2,9190;2,1200
Bahrain;BHR;2007;23,7191;0,4031;0,0377;2,9599;2,1100
Bahrain;BHR;2008;25,5008;0,4266;0,0417;3,0007;2,3600
Bahrain;BHR;2009;25,3925;0,5563;0,0355;3,0416;2,3600
Bahrain;BHR;2010;26,4942;0,8069;0,0471;3,0825;2,2200
Bahrain;BHR;2011;26,5539;0,8720;0,0342;3,1204;2,0900
Bahrain;BHR;2012;27,1035;0,9115;0,0345;3,1583;2,0100
Bahrain;BHR;2013;29,3232;0,9253;0,0384;3,1962;1,5200
Bahrain;BHR;2014;30,7629;1,0123;0,0354;3,2341;1,4900
Bangladesh;BGD;1990;13,6097;0,1793;58,7069;12,4382;0,3300
Bangladesh;BGD;1991;12,9644;0,1475;59,3160;12,7216;0,3200
Bangladesh;BGD;1992;13,9791;0,1486;59,8543;13,0049;0,2900
Bangladesh;BGD;1993;14,7538;0,1498;60,0361;13,2883;0,3300
Bangladesh;BGD;1994;15,7586;0,1546;61,1156;13,5716;0,3700
Bangladesh;BGD;1995;18,7933;0,1558;62,8928;13,8550;0,4100
Bangladesh;BGD;1996;19,0088;0,3457;63,0036;14,1555;0,4300
Bangladesh;BGD;1997;21,1043;0,5356;62,7924;14,4560;0,4600
Bangladesh;BGD;1998;21,3599;0,6558;62,2869;14,7565;0,5700
Bangladesh;BGD;1999;22,0854;1,0839;64,9954;15,0570;0,6000
Bangladesh;BGD;2000;23,3809;1,8344;65,4862;15,3575;0,5200
Bangladesh;BGD;2001;27,3285;2,5670;65,7250;15,6187;0,7800
Bangladesh;BGD;2002;29,0760;2,5851;66,9563;15,8800;0,8100
Bangladesh;BGD;2003;30,3736;2,6070;66,6536;16,1412;0,8900
Bangladesh;BGD;2004;32,3611;2,6288;66,0216;16,4025;0,8900
Bangladesh;BGD;2005;34,6287;2,7019;67,6753;16,6638;0,9900
Bangladesh;BGD;2006;37,8923;2,7641;69,1767;16,8899;0,9600
Bangladesh;BGD;2007;40,0258;2,8264;69,5830;17,1161;0,9300
Bangladesh;BGD;2008;43,6194;5,3289;73,5176;17,3423;1,1000
Bangladesh;BGD;2009;46,8030;6,3877;73,4531;17,5684;1,0400
Bangladesh;BGD;2010;52,6466;7,3330;74,7225;17,7946;1,1700
Bangladesh;BGD;2011;56,0851;7,8679;76,1538;18,0368;1,3300
Bangladesh;BGD;2012;60,1136;8,2233;75,5118;18,2789;1,2700
Bangladesh;BGD;2013;62,4221;9,0623;74,5110;18,5211;1,3000
Bangladesh;BGD;2014;65,1006;9,2491;74,5939;18,7632;1,3400
Barbados;BRB;1990;1,0259;0,0989;0,0931;1,6442;
Barbados;BRB;1991;1,1578;0,0992;0,0929;1,6708;
Barbados;BRB;1992;0,9417;0,0884;0,0921;1,6974;
Barbados;BRB;1993;1,1359;0,0300;0,0871;1,7240;
Barbados;BRB;1994;0,7622;0,0413;0,0882;1,7506;
Barbados;BRB;1995;0,8429;0,0378;0,0928;1,7772;
Barbados;BRB;1996;0,8499;0,0574;0,0944;1,7848;
Barbados;BRB;1997;0,8679;0,0916;0,0891;1,7924;
Barbados;BRB;1998;1,0728;0,1331;0,0862;1,8000;
Barbados;BRB;1999;1,1494;0,1307;0,0822;1,8076;
Barbados;BRB;2000;1,1235;0,1392;0,0778;1,8152;
Barbados;BRB;2001;1,1598;0,1339;0,0717;1,8236;
Barbados;BRB;2002;1,1376;0,1615;0,0599;1,8321;
Barbados;BRB;2003;1,1666;0,1746;0,0582;1,8405;
Barbados;BRB;2004;1,1846;0,1766;0,0716;1,8489;
Barbados;BRB;2005;1,2320;0,1859;0,0590;1,8574;
Barbados;BRB;2006;1,2515;0,1883;0,0551;1,8648;
Barbados;BRB;2007;1,2673;0,1688;0,0528;1,8723;
Barbados;BRB;2008;1,5213;0,1749;0,0567;1,8797;
Barbados;BRB;2009;1,5408;0,1553;0,0516;1,8872;
Barbados;BRB;2010;1,4501;0,1431;0,0525;1,8946;
Barbados;BRB;2011;1,4721;0,1425;0,0545;1,9012;
Barbados;BRB;2012;1,4713;0,1235;0,0573;1,9077;
Barbados;BRB;2013;1,4531;0,1193;0,0582;1,9143;
Barbados;BRB;2014;1,2588;0,1223;0,0534;1,9209;
Belarus;BLR;1990;101,8458;1,7778;29,6427;3,2860;0,0000
Belarus;BLR;1991;98,1658;1,6544;28,5244;3,1987;0,0000
Belarus;BLR;1992;88,7157;1,2444;24,0155;3,1113;0,0000
Belarus;BLR;1993;77,1657;1,0420;23,1146;3,0240;0,0000
Belarus;BLR;1994;65,7556;0,8359;22,0317;2,9366;0,0000
Belarus;BLR;1995;58,6156;0,7104;21,3178;2,8493;0,0000
Belarus;BLR;1996;59,5355;0,8415;20,7080;3,0104;0,0000
Belarus;BLR;1997;59,9654;1,0569;20,4147;3,1716;0,0000
