Country;id;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Bunker Fuels (MtCO2)
Croatia;HRV;2013;17,2108;2,6083;2,6138;0,9928;0,3500
Croatia;HRV;2014;16,4408;2,6807;2,5722;0,9918;0,3500
Cuba;CUB;1990;35,1462;2,5497;12,6981;2,6763;1,0500
Cuba;CUB;1991;27,6172;1,8606;12,3535;2,5473;0,9200
Cuba;CUB;1992;22,3182;1,6698;12,2493;2,4184;0,6900
Cuba;CUB;1993;20,7392;1,0064;11,0843;2,2894;0,6500
Cuba;CUB;1994;22,2703;0,8302;11,3102;2,1604;0,5500
Cuba;CUB;1995;23,5913;0,8336;10,9532;2,0314;0,5800
Cuba;CUB;1996;25,7671;0,8582;11,3269;2,0665;0,8900
Cuba;CUB;1997;28,2465;1,0147;11,3296;2,1016;1,0000
Cuba;CUB;1998;28,0130;1,0503;11,1262;2,1368;1,0100
Cuba;CUB;1999;29,0688;1,1189;10,5366;2,1719;0,8800
Cuba;CUB;2000;29,7347;1,0738;10,3896;2,2070;0,7000
Cuba;CUB;2001;28,8567;0,9764;10,3342;2,2182;0,6300
Cuba;CUB;2002;27,6387;1,0329;10,0787;2,2295;0,7300
Cuba;CUB;2003;26,9007;1,1004;9,9758;2,2407;0,5100
Cuba;CUB;2004;26,6227;1,1862;9,6279;2,2520;0,6200
Cuba;CUB;2005;27,4547;1,3234;8,9272;2,2632;0,6000
Cuba;CUB;2006;27,8250;1,5119;9,3034;2,2693;0,6400
Cuba;CUB;2007;28,6754;1,6785;9,4053;2,2753;0,6300
Cuba;CUB;2008;27,8158;1,7498;9,6433;2,2814;0,5300
Cuba;CUB;2009;31,6561;1,8284;9,9866;2,2874;2,0200
Cuba;CUB;2010;34,9318;1,9510;9,9137;2,2935;2,8800
Cuba;CUB;2011;31,9557;2,1262;10,3385;2,2976;2,3900
Cuba;CUB;2012;32,6944;2,2940;10,2869;2,3018;2,6700
Cuba;CUB;2013;31,5831;2,3373;10,2822;2,3060;1,8000
Cuba;CUB;2014;31,5988;2,4208;10,4980;2,3101;2,6600
Cyprus;CYP;1990;3,8930;0,5690;0,3685;0,2226;0,9100
Cyprus;CYP;1991;4,4427;0,5713;0,3672;0,2281;1,0300
Cyprus;CYP;1992;4,7524;0,5735;0,4058;0,2336;1,0200
Cyprus;CYP;1993;4,9422;0,5538;0,4115;0,2391;0,8700
Cyprus;CYP;1994;5,1419;0,5377;0,4238;0,2446;0,9200
Cyprus;CYP;1995;5,0517;0,5253;0,4135;0,2501;1,0100
Cyprus;CYP;1996;5,3516;0,5192;0,4307;0,2557;1,0500
Cyprus;CYP;1997;5,4715;0,4802;0,4166;0,2613;1,0600
Cyprus;CYP;1998;5,8115;0,6318;0,4280;0,2669;1,1000
Cyprus;CYP;1999;6,0714;0,6111;0,4302;0,2725;1,2900
Cyprus;CYP;2000;6,3014;0,7370;0,4072;0,2781;1,4200
Cyprus;CYP;2001;6,1917;0,7290;0,4166;0,2839;1,5700
Cyprus;CYP;2002;6,3420;0,7724;0,4530;0,2898;1,3600
Cyprus;CYP;2003;7,0223;0,8780;0,4874;0,2957;1,3800
Cyprus;CYP;2004;6,9126;0,9104;0,4543;0,3016;1,0800
Cyprus;CYP;2005;7,0529;0,9720;0,4365;0,3075;1,8000
Cyprus;CYP;2006;7,1135;0,9734;0,4026;0,3140;1,8500
Cyprus;CYP;2007;7,4240;1,0260;0,4106;0,3206;1,7400
Cyprus;CYP;2008;7,5846;1,0530;0,3917;0,3271;1,6700
Cyprus;CYP;2009;7,5051;0,8455;0,4020;0,3337;1,4900
Cyprus;CYP;2010;7,2657;0,7809;0,4244;0,3403;1,4100
Cyprus;CYP;2011;7,0058;0,7276;0,4158;0,3469;1,5200
Cyprus;CYP;2012;6,5160;0,6488;0,4221;0,3535;1,4200
Cyprus;CYP;2013;5,6261;0,5699;0,3802;0,3601;1,4700
Cyprus;CYP;2014;5,7663;0,5203;0,3688;0,3667;1,4400
Czech Republic;CZE;1990;161,0183;4,9167;12,5699;2,5516;0,6600
Czech Republic;CZE;1991;147,1521;4,2977;10,7924;2,5893;0,4600
Czech Republic;CZE;1992;141,3459;4,6128;9,7704;2,6270;0,5300
Czech Republic;CZE;1993;137,8998;4,2985;8,6265;2,6647;0,4300
Czech Republic;CZE;1994;131,0336;4,2444;7,9873;2,7024;0,5300
Czech Republic;CZE;1995;131,1474;3,9960;7,6124;2,7400;0,5700
Czech Republic;CZE;1996;132,4217;4,1364;7,7312;2,7527;0,4100
Czech Republic;CZE;1997;130,3259;4,1119;7,1930;2,7653;0,3800
Czech Republic;CZE;1998;124,2802;4,0215;6,7901;2,7780;0,3500
Czech Republic;CZE;1999;117,2345;3,8871;6,6372;2,7906;0,4100
Czech Republic;CZE;2000;128,3187;3,8589;6,6417;2,8032;0,4800
Czech Republic;CZE;2001;128,1791;3,6208;6,9696;2,8390;0,4900
Czech Republic;CZE;2002;124,2094;3,4889;5,9994;2,8748;0,5000
Czech Republic;CZE;2003;128,3697;3,6611;5,9562;2,9105;0,6100
Czech Republic;CZE;2004;128,8900;3,8589;5,9426;2,9463;0,8700
Czech Republic;CZE;2005;125,4504;3,9652;5,8064;2,9820;0,9500
Czech Republic;CZE;2006;125,8797;4,0867;5,7630;3,0142;1,0000
Czech Republic;CZE;2007;128,1190;4,4024;5,9391;3,0464;1,0300
Czech Republic;CZE;2008;122,7684;4,3003;5,7722;3,0786;1,0600
Czech Republic;CZE;2009;115,8777;3,7696;5,6346;3,1108;1,0100
Czech Republic;CZE;2010;118,1770;3,6163;5,5805;3,1430;0,9300
Czech Republic;CZE;2011;117,1243;3,9724;5,7082;3,1631;0,9200
Czech Republic;CZE;2012;112,3416;3,8046;6,1580;3,1832;0,8700
Czech Republic;CZE;2013;107,8089;3,7760;6,1978;3,2033;0,8400
Czech Republic;CZE;2014;103,1561;4,0955;6,2953;3,2234;0,8700
Denmark;DNK;1990;51,7555;1,9042;11,7061;1,3065;4,7700
Denmark;DNK;1991;62,2642;2,1069;11,5882;1,3065;4,3600
Denmark;DNK;1992;56,5088;2,1629;11,2235;1,3064;4,5400
Denmark;DNK;1993;58,8493;2,2886;11,3911;1,3063;5,9100
Denmark;DNK;1994;62,8392;2,3923;11,1236;1,3062;6,5900
Denmark;DNK;1995;59,6244;2,4960;11,0697;1,3062;6,8600
Denmark;DNK;1996;72,9524;2,6119;11,0131;1,3054;6,7100
Denmark;DNK;1997;63,3352;2,7279;10,9527;1,3047;6,3600
Denmark;DNK;1998;59,3290;2,7412;10,8779;1,3040;6,5300
Denmark;DNK;1999;56,6000;2,5311;10,4096;1,3033;6,3900
Denmark;DNK;2000;52,2750;2,6617;10,3935;1,3026;6,4200
Denmark;DNK;2001;53,4260;2,5433;10,4647;1,2887;5,7700
Denmark;DNK;2002;53,5176;2,3992;9,9129;1,2748;4,8500
Denmark;DNK;2003;58,9709;2,2259;10,2035;1,2608;5,0700
Denmark;DNK;2004;53,3643;2,1844;9,8345;1,2469;4,8300
Denmark;DNK;2005;49,8488;2,0330;9,7419;1,2330;5,0100
Denmark;DNK;2006;57,7679;2,4712;9,6310;1,2508;5,8000
Denmark;DNK;2007;52,9424;2,4697;9,7533;1,2686;6,0100
Denmark;DNK;2008;49,8968;2,3144;9,7466;1,2864;5,5500
Denmark;DNK;2009;48,0465;1,8878;9,4950;1,3042;3,9400
Denmark;DNK;2010;48,4104;1,9083;9,6457;1,3220;4,6100
Denmark;DNK;2011;43,1703;2,1044;9,5936;1,3227;4,7000
Denmark;DNK;2012;37,9749;2,1685;9,5650;1,3233;4,1100
Denmark;DNK;2013;39,8241;2,2510;9,4882;1,3240;4,4500
Denmark;DNK;2014;35,6640;2,3408;9,4447;1,3247;5,0100
Djibouti;DJI;1990;0,3229;0,0000;0,5010;0,0709;
Djibouti;DJI;1991;0,3119;0,0001;0,5046;0,0724;
Djibouti;DJI;1992;0,3120;0,0003;0,5073;0,0739;
Djibouti;DJI;1993;0,3120;0,0004;0,5179;0,0754;
Djibouti;DJI;1994;0,3047;0,0005;0,5354;0,0770;
Djibouti;DJI;1995;0,3048;0,0006;0,5739;0,0785;
Djibouti;DJI;1996;0,3121;0,0012;0,5990;0,0819;
Djibouti;DJI;1997;0,3267;0,0018;0,6034;0,0853;
Djibouti;DJI;1998;0,3157;0,0024;0,6155;0,0887;
Djibouti;DJI;1999;0,3157;0,0030;0,6406;0,0922;
Djibouti;DJI;2000;0,3414;0,0036;0,6407;0,0956;
Djibouti;DJI;2001;0,3670;0,0047;0,6389;0,0955;
Djibouti;DJI;2002;0,4000;0,0058;0,6382;0,0955;
Djibouti;DJI;2003;0,4219;0,0069;0,6419;0,0955;
Djibouti;DJI;2004;0,4073;0,0080;0,6487;0,0954;
Djibouti;DJI;2005;0,4146;0,0090;0,6498;0,0954;
Djibouti;DJI;2006;0,4109;0,0106;0,6406;0,0975;
Djibouti;DJI;2007;0,4622;0,0121;0,6404;0,0996;
Djibouti;DJI;2008;0,4989;0,0136;0,6416;0,1017;
Djibouti;DJI;2009;0,4623;0,0151;0,6436;0,1039;
Djibouti;DJI;2010;0,5172;0,0166;0,6437;0,1060;
Djibouti;DJI;2011;0,4733;0,0189;0,6420;0,1085;
Djibouti;DJI;2012;0,5173;0,0211;0,6476;0,1110;
Djibouti;DJI;2013;0,5356;0,0967;0,6476;0,1135;
Djibouti;DJI;2014;0,5466;0,2015;0,6502;0,1160;
Dominica;DMA;1990;0,0588;0,0000;0,0453;0,0690;
Dominica;DMA;1991;0,0588;0,0000;0,0460;0,0693;
Dominica;DMA;1992;0,0588;0,0000;0,0436;0,0696;
Dominica;DMA;1993;0,0625;0,0000;0,0435;0,0698;
Dominica;DMA;1994;0,0662;0,0000;0,0423;0,0701;
Dominica;DMA;1995;0,0808;0,0001;0,0377;0,0704;
Dominica;DMA;1996;0,0735;0,0001;0,0368;0,0703;
Dominica;DMA;1997;0,0809;0,0002;0,0374;0,0702;
Dominica;DMA;1998;0,0772;0,0002;0,0374;0,0701;
Dominica;DMA;1999;0,0809;0,0003;0,0375;0,0700;
Dominica;DMA;2000;0,1029;0,0003;0,0375;0,0699;
Dominica;DMA;2001;0,1102;0,0004;0,0375;0,0701;
Dominica;DMA;2002;0,1029;0,0005;0,0320;0,0703;
Dominica;DMA;2003;0,1176;0,0006;0,0326;0,0706;
Dominica;DMA;2004;0,1139;0,0007;0,0329;0,0708;
Dominica;DMA;2005;0,1176;0,0008;0,0328;0,0711;
Dominica;DMA;2006;0,1139;0,0009;0,0320;0,0712;
Dominica;DMA;2007;0,1542;0,0010;0,0352;0,0713;
Dominica;DMA;2008;0,1323;0,0011;0,0325;0,0715;
Dominica;DMA;2009;0,1323;0,0012;0,0323;0,0716;
Dominica;DMA;2010;0,1396;0,0013;0,0322;0,0717;
Dominica;DMA;2011;0,1286;0,0014;0,0331;0,0719;
Dominica;DMA;2012;0,1360;0,0016;0,0333;0,0720;
Dominica;DMA;2013;0,1323;0,0017;0,0338;0,0722;
Dominica;DMA;2014;0,1360;0,0019;0,0327;0,0723;
Dominican Republic;DOM;1990;7,9044;0,5331;5,3677;1,4082;0,1100
Dominican Republic;DOM;1991;8,2326;0,6230;5,6825;1,6017;0,1100
Dominican Republic;DOM;1992;9,6108;0,6909;5,7358;1,7951;0,1500
Dominican Republic;DOM;1993;9,5890;0,6452;5,6420;1,9886;0,1600
Dominican Republic;DOM;1994;11,2472;0,6508;5,6802;2,1821;0,1600
Dominican Republic;DOM;1995;11,9154;0,7407;5,7015;2,3755;0,1800
Dominican Republic;DOM;1996;12,7556;0,8423;5,9655;2,2346;0,1800
Dominican Republic;DOM;1997;14,4859;0,9514;6,0444;2,0938;0,2000
Dominican Republic;DOM;1998;16,5361;0,9834;6,1389;1,9529;1,0700
Dominican Republic;DOM;1999;17,5463;1,1914;5,5405;1,8120;1,2500
Dominican Republic;DOM;2000;19,1766;1,3151;5,2896;1,6711;1,3000
Dominican Republic;DOM;2001;18,7449;1,4539;5,7029;1,6981;1,2300
Dominican Republic;DOM;2002;20,1233;1,6295;6,1384;1,7250;1,0600
Dominican Republic;DOM;2003;17,7817;1,5778;5,9232;1,7519;1,0000
Dominican Republic;DOM;2004;16,5100;1,4749;6,5268;1,7788;1,3600
Dominican Republic;DOM;2005;18,3084;1,5588;6,3158;1,8058;1,3400
Dominican Republic;DOM;2006;19,5136;2,0765;6,5276;1,8338;1,3200
Dominican Republic;DOM;2007;19,5988;2,2571;7,2444;1,8619;1,3300
Dominican Republic;DOM;2008;19,8140;2,3278;7,3296;1,8900;1,3300
Dominican Republic;DOM;2009;19,5091;2,1713;7,5986;1,9181;1,3100
Dominican Republic;DOM;2010;20,3343;2,3152;7,8526;1,9461;1,2300
Dominican Republic;DOM;2011;20,5858;2,2862;7,8022;1,9750;1,3300
Dominican Republic;DOM;2012;21,1473;2,3744;7,6919;2,0038;1,4900
Dominican Republic;DOM;2013;20,9189;2,4516;7,7340;2,0327;1,3600
Dominican Republic;DOM;2014;20,5104;2,7523;7,7830;2,0616;1,4700
Ecuador;ECU;1990;15,7873;1,1314;10,7773;1,4202;0,8900
Ecuador;ECU;1991;16,3566;1,1591;11,2259;1,4463;0,8200
Ecuador;ECU;1992;17,4648;1,1356;11,6772;1,4724;1,0900
Ecuador;ECU;1993;16,5000;1,0607;12,1903;1,4985;1,7600
Ecuador;ECU;1994;17,3941;1,0957;12,5870;1,5245;1,6400
Ecuador;ECU;1995;19,9840;1,3250;12,8065;1,5506;1,5500
Ecuador;ECU;1996;22,5105;1,5434;13,1692;1,5841;1,9600
Ecuador;ECU;1997;23,6476;1,4908;13,2032;1,6176;2,1200
Ecuador;ECU;1998;23,6340;1,3575;13,1213;1,6512;0,9000
Ecuador;ECU;1999;19,7705;1,2205;12,9426;1,6847;0,7800
Ecuador;ECU;2000;21,3970;1,4829;11,9561;1,7182;1,3700
Ecuador;ECU;2001;22,5950;1,5686;13,3824;1,7524;1,3900
Ecuador;ECU;2002;23,1630;1,6360;12,8979;1,7865;2,0500
Ecuador;ECU;2003;23,0557;1,7144;12,6887;1,8207;2,4500
Ecuador;ECU;2004;25,7237;1,9247;13,2821;1,8549;3,0800
Ecuador;ECU;2005;27,3723;2,0617;12,7266;1,8891;3,0700
Ecuador;ECU;2006;28,8882;2,3026;12,9454;1,9203;2,9800
Ecuador;ECU;2007;29,5741;2,4885;12,3837;1,9515;3,0100
Ecuador;ECU;2008;29,4858;3,0555;12,7794;1,9827;3,0200
Ecuador;ECU;2009;31,6841;2,9960;13,3647;2,0139;3,0000
Ecuador;ECU;2010;34,8158;3,0170;13,8981;2,0451;2,7600
Ecuador;ECU;2011;35,8093;3,2608;13,9130;2,0749;2,7600
Ecuador;ECU;2012;36,9252;3,4532;13,7338;2,1047;2,4200
Ecuador;ECU;2013;38,7540;3,8105;13,5996;2,1345;2,4300
Ecuador;ECU;2014;41,6534;3,8124;12,9993;2,1643;2,5600
Egypt;EGY;1990;88,5332;9,8152;19,2997;5,6907;5,8400
Egypt;EGY;1991;89,5801;10,8169;20,4913;6,8691;5,9100
Egypt;EGY;1992;91,8240;10,9465;21,0793;8,0475;4,9800
Egypt;EGY;1993;91,4214;10,2920;22,2795;9,2260;5,5400
Egypt;EGY;1994;85,8353;10,1872;21,2955;10,4044;8,8800
Egypt;EGY;1995;90,0839;10,8078;23,3534;11,5828;8,7400
Egypt;EGY;1996;95,2337;11,2939;23,4956;12,7613;10,8700
Egypt;EGY;1997;102,6888;11,7616;23,7924;13,9397;10,9700
Egypt;EGY;1998;108,1244;12,3796;23,8723;15,1182;8,2300
Egypt;EGY;1999;113,1489;13,5033;25,2001;16,2966;10,1100
Egypt;EGY;2000;111,1240;13,8831;26,1298;17,4751;10,5500
Egypt;EGY;2001;123,2645;14,7512;26,3898;17,8712;8,8300
Egypt;EGY;2002;125,5397;16,0664;27,5700;18,2673;8,5100
Egypt;EGY;2003;130,3850;15,4030;31,2385;18,6635;11,0600
Egypt;EGY;2004;141,5655;16,5533;30,2665;19,0596;11,0300
Egypt;EGY;2005;158,5460;18,4840;31,0806;19,4557;10,6800
Egypt;EGY;2006;166,2645;20,3773;28,9666;19,8810;9,7000
Egypt;EGY;2007;178,0124;22,5930;30,2761;20,3062;10,6900
Egypt;EGY;2008;185,5109;22,3942;33,7170;20,7315;10,1300
Egypt;EGY;2009;189,2994;25,9839;29,3452;21,1568;10,2000
Egypt;EGY;2010;191,0402;24,9131;30,0613;21,5820;9,6900
Egypt;EGY;2011;197,5120;24,4804;30,9857;22,0120;9,4800
Egypt;EGY;2012;204,1202;30,5403;31,2494;22,4419;8,5900
Egypt;EGY;2013;190,2754;28,1218;31,1094;22,8719;7,5800
Egypt;EGY;2014;190,5331;27,7954;31,0548;23,3018;7,2400
El Salvador;SLV;1990;2,7416;0,3223;2,7620;0,8749;0,1100
El Salvador;SLV;1991;3,4634;0,3440;2,8265;0,8876;0,0900
El Salvador;SLV;1992;3,9251;0,2191;2,8574;0,9002;0,1300
El Salvador;SLV;1993;4,3668;0,4423;2,7504;0,9129;0,1500
El Salvador;SLV;1994;4,9685;0,4420;2,7831;0,9256;0,1400
El Salvador;SLV;1995;5,5102;0,4637;2,5041;0,9382;0,1600
El Salvador;SLV;1996;4,9438;0,5083;2,9144;0,9511;0,1500
El Salvador;SLV;1997;5,8573;0,5602;2,7923;0,9640;0,1500
El Salvador;SLV;1998;6,2208;0,5975;2,4934;0,9768;0,1900
El Salvador;SLV;1999;6,1944;0,5945;2,6607;0,9897;0,2100
El Salvador;SLV;2000;6,2279;0,6281;2,4657;1,0025;0,2200
El Salvador;SLV;2001;6,5827;0,7088;2,7492;1,0069;0,2200
El Salvador;SLV;2002;6,6175;0,8079;2,8174;1,0113;0,2000
El Salvador;SLV;2003;7,0123;0,8667;2,7344;1,0157;0,2200
El Salvador;SLV;2004;7,0471;0,8302;2,8278;1,0201;0,2300
El Salvador;SLV;2005;7,3819;0,7900;2,9712;1,0244;0,2400
El Salvador;SLV;2006;7,6666;0,9070;2,9952;1,0277;0,2300
El Salvador;SLV;2007;8,0813;0,9324;3,1744;1,0310;0,3600
El Salvador;SLV;2008;7,3161;0,9615;3,2945;1,0343;0,3500
El Salvador;SLV;2009;7,2808;0,9466;3,1131;1,0376;0,3500
El Salvador;SLV;2010;7,0255;1,0124;2,9950;1,0409;0,3400
El Salvador;SLV;2011;7,2326;1,0606;2,6942;1,0440;0,3500
El Salvador;SLV;2012;7,2598;1,1198;2,8258;1,0471;0,2600
El Salvador;SLV;2013;6,9870;1,0581;2,4014;1,0501;0,4600
El Salvador;SLV;2014;7,1541;0,9891;2,6247;1,0532;0,4800
Equatorial Guinea;GNQ;1990;0,0660;0,0000;0,0176;0,0818;
Equatorial Guinea;GNQ;1991;0,1803;0,0001;0,0178;0,0843;
Equatorial Guinea;GNQ;1992;0,2324;0,0002;0,0180;0,0867;
Equatorial Guinea;GNQ;1993;1,1413;0,0003;0,0182;0,0891;
Equatorial Guinea;GNQ;1994;1,1127;0,0004;0,0183;0,0915;
Equatorial Guinea;GNQ;1995;1,2454;0,0005;0,0184;0,0940;
Equatorial Guinea;GNQ;1996;2,9418;0,0010;0,0185;0,0971;
Equatorial Guinea;GNQ;1997;4,3911;0,0015;0,0187;0,1002;
Equatorial Guinea;GNQ;1998;5,4852;0,0021;0,0189;0,1033;
Equatorial Guinea;GNQ;1999;7,0916;0,0026;0,0191;0,1065;
Equatorial Guinea;GNQ;2000;8,3940;0,0031;0,0192;0,1096;
Equatorial Guinea;GNQ;2001;10,3551;0,0040;0,0194;0,1133;
Equatorial Guinea;GNQ;2002;12,5133;0,0050;0,0194;0,1170;
Equatorial Guinea;GNQ;2003;16,1301;0,0059;0,0195;0,1207;
Equatorial Guinea;GNQ;2004;18,5400;0,0068;0,0195;0,1245;
Equatorial Guinea;GNQ;2005;19,4007;0,0077;0,0196;0,1282;
Equatorial Guinea;GNQ;2006;20,0058;0,0090;0,0197;0,1323;
Equatorial Guinea;GNQ;2007;19,8998;0,0103;0,0198;0,1365;
Equatorial Guinea;GNQ;2008;19,6292;0,0116;0,0199;0,1406;
Equatorial Guinea;GNQ;2009;20,2506;0,0129;0,0199;0,1447;
Equatorial Guinea;GNQ;2010;20,1059;0,0142;0,0203;0,1489;
Equatorial Guinea;GNQ;2011;20,1550;0,0158;0,0205;0,1531;
Equatorial Guinea;GNQ;2012;20,5324;0,0174;0,0208;0,1574;
Equatorial Guinea;GNQ;2013;20,3126;0,0190;0,0210;0,1616;
Equatorial Guinea;GNQ;2014;20,3725;0,0206;0,0210;0,1659;
Eritrea;ERI;1990;;0,0000;3,1122;0,3517;
Eritrea;ERI;1991;;0,0000;3,1185;0,3609;
Eritrea;ERI;1992;2,4983;0,0000;3,1919;0,3701;0,7200
Eritrea;ERI;1993;2,7223;0,0001;2,6924;0,3793;0,5000
Eritrea;ERI;1994;2,8363;0,0221;2,6687;0,3885;0,6700
Eritrea;ERI;1995;2,9404;0,0257;2,7060;0,3976;0,4500
Eritrea;ERI;1996;2,8781;0,0222;3,0684;0,4234;0,4900
Eritrea;ERI;1997;2,6958;0,0296;3,5281;0,4491;0,2600
Eritrea;ERI;1998;2,3535;0,0224;3,7289;0,4749;0,0200
Eritrea;ERI;1999;2,2612;0,0225;3,8232;0,5006;0,0300
Eritrea;ERI;2000;2,1089;0,0226;3,9749;0,5264;0,0300
Eritrea;ERI;2001;2,1422;0,0228;3,7889;0,5460;0,0600
Eritrea;ERI;2002;2,1055;0,0229;3,7061;0,5655;0,0300
Eritrea;ERI;2003;2,0888;0,0231;3,8064;0,5851;0,0400
Eritrea;ERI;2004;2,0522;0,0233;3,8103;0,6047;0,0400
Eritrea;ERI;2005;1,9455;0,0235;3,8689;0,6243;0,0300
Eritrea;ERI;2006;1,8131;0,0237;3,8769;0,6408;0,0200
Eritrea;ERI;2007;1,7508;0,0240;4,0504;0,6573;0,0200
Eritrea;ERI;2008;1,6384;0,0242;4,0146;0,6738;0,0100
Eritrea;ERI;2009;1,6061;0,0245;3,9795;0,6903;0,0000
Eritrea;ERI;2010;1,5837;0,0247;3,9997;0,7068;0,0000
Eritrea;ERI;2011;1,6259;0,0985;4,0498;0,7235;0,0000
Eritrea;ERI;2012;1,6781;0,1321;4,0703;0,7403;0,0000
Eritrea;ERI;2013;1,6902;0,1326;4,1014;0,7570;0,0000
Eritrea;ERI;2014;1,7124;0,1551;4,1141;0,7738;0,0000
Estonia;EST;1990;37,2904;0,4683;4,4010;0,7508;0,6700
Estonia;EST;1991;33,5376;0,4350;4,2350;0,7376;0,7800
Estonia;EST;1992;24,8049;0,3064;3,9039;0,7243;0,4200
Estonia;EST;1993;19,1521;0,2556;3,5885;0,7111;0,5300
Estonia;EST;1994;18,4994;0,2085;3,1725;0,6978;0,4400
Estonia;EST;1995;16,7166;0,2163;3,0141;0,6846;0,3300
Estonia;EST;1996;17,6966;0,2030;2,8288;0,7121;0,3400
Estonia;EST;1997;17,2965;0,2227;2,7567;0,7396;0,3800
Estonia;EST;1998;16,7365;0,1728;2,7391;0,7671;0,3900
Estonia;EST;1999;15,7364;0,1924;2,6360;0,7946;0,4100
Estonia;EST;2000;15,3664;0,1791;2,5648;0,8221;0,3900
Estonia;EST;2001;15,8377;0,2174;2,4988;0,8131;0,3700
Estonia;EST;2002;15,4491;0,2483;2,4964;0,8041;0,4300
Estonia;EST;2003;17,4504;0,2719;2,4974;0,7951;0,4200
Estonia;EST;2004;17,5218;0,3285;2,5222;0,7860;0,5700
Estonia;EST;2005;17,7331;0,3850;2,4897;0,7770;0,5200
Estonia;EST;2006;16,4548;0,4456;2,4922;0,7638;0,7700
Estonia;EST;2007;20,2764;0,4916;2,5089;0,7506;0,9300
Estonia;EST;2008;18,7081;0,4313;2,5667;0,7374;0,8800
Estonia;EST;2009;15,7197;0,1915;2,4977;0,7242;0,8100
Estonia;EST;2010;19,6214;0,2191;2,4882;0,7109;0,8100
Estonia;EST;2011;18,6677;0,2587;2,5118;0,7071;0,7000
Estonia;EST;2012;17,3841;0,2801;2,5467;0,7033;1,3900
Estonia;EST;2013;19,7904;0,2684;2,5674;0,6994;1,4300
Estonia;EST;2014;18,4368;0,2678;2,6362;0,6956;1,1500
Ethiopia;ETH;1990;10,4998;0,1685;52,8151;2,5138;0,5700
Ethiopia;ETH;1991;10,8140;0,1431;52,9224;2,5727;0,5900
Ethiopia;ETH;1992;10,2681;0,1507;54,1673;2,6315;0,1200
Ethiopia;ETH;1993;10,9523;0,1766;48,0953;2,6903;0,1400
Ethiopia;ETH;1994;11,4964;0,2318;48,7156;2,7492;0,1900
Ethiopia;ETH;1995;12,0206;0,3053;48,7567;2,8080;0,2000
Ethiopia;ETH;1996;12,8092;0,3468;50,8930;2,8535;0,1900
Ethiopia;ETH;1997;13,4878;0,3773;52,3863;2,8991;0,1700
Ethiopia;ETH;1998;14,1764;0,3785;57,3303;2,9447;0,1700
Ethiopia;ETH;1999;14,6950;0,3248;56,7112;2,9902;0,1900
Ethiopia;ETH;2000;15,4936;0,4469;53,4195;3,0358;0,2100
Ethiopia;ETH;2001;16,7376;0,4564;55,9860;3,0930;0,2500
Ethiopia;ETH;2002;17,3116;0,4586;64,6130;3,1502;0,2400
Ethiopia;ETH;2003;18,0756;0,5780;61,9908;3,2074;0,2300
Ethiopia;ETH;2004;18,7097;0,6717;63,1647;3,2646;0,3100
Ethiopia;ETH;2005;18,8037;0,7985;66,4603;3,3218;0,4000
Ethiopia;ETH;2006;19,4841;0,8815;69,7967;3,3907;0,4800
Ethiopia;ETH;2007;20,4446;0,8326;77,9154;3,4597;0,5900
Ethiopia;ETH;2008;21,2950;0,9377;80,8885;3,5286;0,5800
Ethiopia;ETH;2009;21,7854;0,8705;84,5743;3,5975;0,6700
Ethiopia;ETH;2010;22,1259;0,8473;88,6540;3,6665;0,8700
Ethiopia;ETH;2011;23,2715;1,0704;86,6506;3,7464;0,8700
Ethiopia;ETH;2012;23,9071;1,7809;89,8052;3,8264;1,0100
Ethiopia;ETH;2013;25,3727;2,5317;91,5602;3,9064;1,1200
Ethiopia;ETH;2014;26,2383;2,7328;96,2557;3,9863;1,2300
European Union (28);EUU;1990;4217,4895;285,9608;531,8673;208,9214;185,1100
European Union (28);EUU;1991;4193,8384;277,0416;510,3470;207,0901;181,9200
European Union (28);EUU;1992;4053,4540;273,9327;485,0852;205,2588;188,8800
European Union (28);EUU;1993;3980,2950;268,8003;470,2227;203,4275;195,3900
European Union (28);EUU;1994;3953,1455;272,5312;466,2861;201,5963;195,7600
European Union (28);EUU;1995;3988,0394;272,2206;459,8456;199,7650;199,0300
European Union (28);EUU;1996;4103,9529;265,1049;464,6423;195,2943;208,3200
European Union (28);EUU;1997;4004,9368;264,5551;462,8593;190,8236;222,9300
European Union (28);EUU;1998;3993,0886;262,8511;457,6320;186,3530;235,0600
European Union (28);EUU;1999;3929,8810;259,1466;454,7593;181,8823;235,0300
European Union (28);EUU;2000;3938,4855;255,1855;444,0106;177,4116;249,7700
European Union (28);EUU;2001;4007,5273;251,2077;436,0548;172,5402;251,0600
European Union (28);EUU;2002;3982,8146;249,3842;432,7174;167,6687;253,3600
European Union (28);EUU;2003;4083,7016;251,3640;430,9521;162,7973;260,6700
European Union (28);EUU;2004;4082,4756;254,0693;428,9566;157,9259;276,9100
European Union (28);EUU;2005;4056,1422;253,4769;420,6378;153,0544;285,7300
European Union (28);EUU;2006;4058,9835;261,3311;416,3241;150,7723;301,1600
European Union (28);EUU;2007;4000,2376;263,7846;419,2074;148,4901;312,5300
European Union (28);EUU;2008;3918,1892;243,4627;415,3593;146,2079;315,1100
European Union (28);EUU;2009;3632,2909;214,6110;407,7949;143,9257;286,2300
